StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3,Q16_First Click,Q16_Last Click,Q16_Page Submit,Q16_Click Count,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q54_1,Q54_2,Q54_3,Q54_4,Q54_5,Q54_6,Q54_7,Q54_8,Q54_9,Q54_10,Q54_11,Q42,Q43,Q45,Q46,Q47,Q48,Q49,Q50,Q51
11/25/2018 15:11,11/25/2018 15:16,IP Address,67.171.66.207,100,315,TRUE,11/25/2018 15:16,R_pxWG1Y1WhxDpFsJ,,,,,40.43080139,-79.92050171,anonymous,EN,"I consent, begin the study",9.072,56.9,57.998,49,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,,,,,,,,,,,,Once a month,Significantly less than half,18 - 25 years old,Female,No,Black or African American,"Bachelor's degree (e.g. BA, BS)",Student,"$10,000 - $24,999"
11/25/2018 15:17,11/25/2018 15:18,IP Address,74.98.221.22,100,97,TRUE,11/25/2018 15:18,R_xtSwKPml38xcuFb,,,,,40.4723053,-79.91320038,anonymous,EN,"I consent, begin the study",5.308,42.772,43.996,36,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Buy,Buy,Buy,,,,,,,,,,,,2-3 times a week,Significantly more than half,26 - 35 years old,Female,No,Black or African American,"Bachelor's degree (e.g. BA, BS)",Student,"$1 - $9,999"
11/25/2018 15:19,11/25/2018 15:21,IP Address,71.182.150.39,100,124,TRUE,11/25/2018 15:21,R_2YxPtftcCt3ttVE,,,,,40.44400024,-79.9552002,anonymous,EN,"I consent, begin the study",4.253,45.022,45.979,45,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,,,,,,,,,,,,Once a week,Significantly less than half,26 - 35 years old,Female,No,Black or African American,"Professional degree (e.g. MD, DDS, DVM)",Student,"$10,000 - $24,999"
11/25/2018 15:25,11/25/2018 15:26,IP Address,128.237.113.182,100,79,TRUE,11/25/2018 15:26,R_1gRO8hQuaSeOKFK,,,,,40.44400024,-79.9552002,anonymous,EN,"I consent, begin the study",4.492,25.58,26.2,35,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,2-3 times a month,Approximately half,26 - 35 years old,Male,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,No income
11/25/2018 15:27,11/25/2018 15:29,IP Address,142.114.119.143,100,106,TRUE,11/25/2018 15:29,R_1j8Rbqn2is6WGz1,,,,,43.66560364,-79.38300323,anonymous,EN,"I consent, begin the study",9.49,29.879,33.27,13,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,,,,,,,,,,,,Less often,None,18 - 25 years old,Female,No,Asian,"Bachelor's degree (e.g. BA, BS)",Employed full time (40 hours or more a week),"$100,000 - $149,999"
11/25/2018 15:29,11/25/2018 15:31,IP Address,73.79.230.222,100,121,TRUE,11/25/2018 15:31,R_1l4aV54mmN1Jgla,,,,,40.47520447,-79.95279694,anonymous,EN,"I consent, begin the study",2.882,45.928,46.801,47,,,,,,,,,,,,Buy,Won't buy,Buy,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Once a month,Significantly less than half,18 - 25 years old,Female,No,Asian,"Bachelor's degree (e.g. BA, BS)",Student,No income
11/25/2018 15:27,11/25/2018 15:33,IP Address,24.3.19.45,100,388,TRUE,11/25/2018 15:33,R_1K2yA2TRIBgL7gt,,,,,40.44400024,-79.9552002,anonymous,EN,"I consent, begin the study",6.566,125.605,126.93,97,,,,,,,,,,,,Buy,Won't buy,Buy,Won't buy,Buy,Buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Once a month,Approximately half,26 - 35 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,"$10,000 - $24,999"
11/25/2018 15:40,11/25/2018 15:47,IP Address,100.6.19.56,100,420,TRUE,11/25/2018 15:47,R_b9mtVlGDMU0Ib8B,,,,,40.45979309,-79.82240295,anonymous,EN,"I consent, begin the study",6.69,60.413,61.201,36,,,,,,,,,,,,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Less often,Significantly less than half,26 - 35 years old,Female,No,Black or African American,"Bachelor's degree (e.g. BA, BS)",Student,"$10,000 - $24,999"
11/25/2018 15:57,11/25/2018 15:59,IP Address,172.56.10.47,100,144,TRUE,11/25/2018 15:59,R_XuNZ8LclxDSHetX,,,,,42.46650696,-83.05930328,anonymous,EN,"I consent, begin the study",3.92,71.689,72.658,44,,,,,,,,,,,,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Once a month,Significantly less than half,26 - 35 years old,Female,No,Black or African American,"Master's degree (e.g. MA, MS, MEd)",Student,"$25,000 - $49,999"
11/25/2018 16:11,11/25/2018 16:13,IP Address,128.237.112.97,100,148,TRUE,11/25/2018 16:13,R_3ef6WvfKSCh2yxq,,,,,40.44400024,-79.9552002,anonymous,EN,"I consent, begin the study",1.51,30.185,30.89,39,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Less often,Significantly less than half,18 - 25 years old,Female,No,Asian,"Bachelor's degree (e.g. BA, BS)",Student,"$10,000 - $24,999"
11/25/2018 16:12,11/25/2018 16:14,IP Address,128.237.139.215,100,146,TRUE,11/25/2018 16:14,R_2bnsZBypfpUujCN,,,,,40.44400024,-79.9552002,anonymous,EN,"I consent, begin the study",6.83,68.854,69.5,42,,,,,,,,,,,,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Once a month,Significantly less than half,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,"$1 - $9,999"
11/25/2018 16:12,11/25/2018 16:15,IP Address,128.237.213.107,100,151,TRUE,11/25/2018 16:15,R_2cAhRVVPgB1Yicw,,,,,40.44400024,-79.9552002,anonymous,EN,"I consent, begin the study",2.441,29.022,30.228,35,Buy,Buy,Won't buy,Won't buy,Buy,Buy,Buy,Buy,Won't buy,Won't buy,Buy,,,,,,,,,,,,Once a month,Significantly less than half,18 - 25 years old,Female,No,Asian,"Bachelor's degree (e.g. BA, BS)",Employed full time (40 hours or more a week),"$10,000 - $24,999"
11/25/2018 16:22,11/25/2018 16:24,IP Address,71.199.123.138,100,110,TRUE,11/25/2018 16:24,R_3fBFoZq5cMXgChr,,,,,40.44400024,-79.9552002,anonymous,EN,"I consent, begin the study",3.759,33.563,34.579,34,Won't buy,Won't buy,Buy,Buy,Won't buy,Buy,Won't buy,Buy,Buy,Won't buy,Won't buy,,,,,,,,,,,,Less often,Significantly more than half,26 - 35 years old,Female,No,Asian,"Bachelor's degree (e.g. BA, BS)",Employed part time (up to 39 hours a week),"$1 - $9,999"
11/25/2018 16:33,11/25/2018 16:34,IP Address,172.56.29.3,100,99,TRUE,11/25/2018 16:34,R_1hAyIqn5Z6YgxJp,,,,,40.05960083,-75.08180237,anonymous,EN,"I consent, begin the study",3.176,35.565,36.555,45,Buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Buy,,,,,,,,,,,,2-3 times a month,Significantly more than half,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Unemployed and currently looking for work,No income
11/25/2018 16:44,11/25/2018 16:47,IP Address,82.231.225.170,100,181,TRUE,11/25/2018 16:47,R_1NbonpRmZn2Dx1k,,,,,48.83309937,2.326400757,anonymous,EN,"I consent, begin the study",2.2,86.581,87.521,76,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,,,,,,,,,,,,Less often,None,18 - 25 years old,Male,No,Asian,"Bachelor's degree (e.g. BA, BS)",Student,No income
11/25/2018 16:47,11/25/2018 16:48,IP Address,174.192.56.89,100,94,TRUE,11/25/2018 16:48,R_1QlUiFTjkPNA56a,,,,,37.75100708,-97.8219986,anonymous,EN,"I consent, begin the study",5.279,25.07,26.095,41,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Once a month,Approximately half,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,No income
11/25/2018 16:51,11/25/2018 16:52,IP Address,69.250.197.96,100,90,TRUE,11/25/2018 16:52,R_1Qtn1kYB4u1UPhZ,,,,,38.92019653,-77.03749847,anonymous,EN,"I consent, begin the study",6.254,41.39,42.174,43,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Buy,Buy,Buy,Buy,Buy,Buy,Won't buy,Won't buy,2-3 times a month,Significantly more than half,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Unemployed and currently looking for work,No income
11/25/2018 16:53,11/25/2018 16:55,IP Address,107.77.204.124,100,119,TRUE,11/25/2018 16:55,R_6KFYu5fVVKH8inn,,,,,38.87590027,-77.01599884,anonymous,EN,"I consent, begin the study",3.219,19.707,20.589,35,,,,,,,,,,,,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,2-3 times a month,Significantly less than half,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,No income
11/25/2018 17:00,11/25/2018 17:02,IP Address,128.252.25.35,100,127,TRUE,11/25/2018 17:02,R_3nr6Vx3rRFcGm6F,,,,,38.66690063,-90.32250214,anonymous,EN,"I consent, begin the study",1.818,45.566,46.157,44,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,2-3 times a month,Approximately half,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,"$50,000 - $74,999"
11/25/2018 16:59,11/25/2018 17:03,IP Address,66.183.144.161,100,269,TRUE,11/25/2018 17:03,R_248hoxyOrSa9Ql1,,,,,49.27949524,-123.0666962,anonymous,EN,"I consent, begin the study",4.667,48.451,49.514,35,,,,,,,,,,,,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,2-3 times a week,Approximately half,18 - 25 years old,Female,No,Asian,"Bachelor's degree (e.g. BA, BS)",Student,"$10,000 - $24,999"
11/25/2018 17:03,11/25/2018 17:05,IP Address,69.138.211.51,100,145,TRUE,11/25/2018 17:05,R_BG5NGNaXGhROQgh,,,,,38.89259338,-77.07530212,anonymous,EN,"I consent, begin the study",10.837,44.736,45.448,35,Won't buy,Buy,Won't buy,Buy,Buy,Won't buy,Won't buy,Buy,Buy,Buy,Won't buy,,,,,,,,,,,,Once a month,Significantly less than half,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,No income
11/25/2018 17:05,11/25/2018 17:06,IP Address,67.171.66.251,100,88,TRUE,11/25/2018 17:06,R_21j50MSiSQysw3V,,,,,40.43080139,-79.92050171,anonymous,EN,"I consent, begin the study",5.388,35.828,36.338,36,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Buy,Won't buy,Won't buy,Less often,Significantly less than half,18 - 25 years old,Male,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,"$1 - $9,999"
11/25/2018 17:08,11/25/2018 17:10,IP Address,172.58.139.195,100,89,TRUE,11/25/2018 17:10,R_2YFLmXApTn4iNLO,,,,,41.92089844,-87.70429993,anonymous,EN,"I consent, begin the study",3.023,30.877,34.668,37,Won't buy,Buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,,,,,,,,,,,,Once a month,Approximately half,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,No income
11/25/2018 17:09,11/25/2018 17:11,IP Address,103.192.224.148,100,112,TRUE,11/25/2018 17:11,R_eK94pJ3IIZzQHYZ,,,,,22.25,114.166687,anonymous,EN,"I consent, begin the study",4.893,26.449,27.007,36,Won't buy,Buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Buy,,,,,,,,,,,,Less often,Approximately half,18 - 25 years old,Male,No,Asian,"Bachelor's degree (e.g. BA, BS)",Employed full time (40 hours or more a week),"$10,000 - $24,999"
11/25/2018 17:08,11/25/2018 17:13,IP Address,192.154.106.155,100,326,TRUE,11/25/2018 17:13,R_3fOuL9RyudZ0nKM,,,,,34.05839539,-118.2779999,anonymous,EN,"I consent, begin the study",0.212,7.957,8.869,8,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Once a month,Significantly less than half,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Employed full time (40 hours or more a week),Prefer not to answer
11/25/2018 17:11,11/25/2018 17:14,IP Address,73.129.215.224,100,133,TRUE,11/25/2018 17:14,R_SHtoF9BMvBX1e1z,,,,,38.92019653,-77.03749847,anonymous,EN,"I consent, begin the study",3.154,41.925,43.469,37,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,,,,,,,,,,,,Less often,Significantly more than half,18 - 25 years old,Female,No,Asian,"Some college, no degree",Student,No income
11/25/2018 17:16,11/25/2018 17:18,IP Address,73.129.194.204,100,126,TRUE,11/25/2018 17:18,R_2tDwvlBqEdbh5Gc,,,,,38.92019653,-77.03749847,anonymous,EN,"I consent, begin the study",4.21,69.376,70.871,68,,,,,,,,,,,,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Buy,Won't buy,2-3 times a month,Significantly more than half,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,No income
11/25/2018 17:17,11/25/2018 17:19,IP Address,98.236.188.19,100,101,TRUE,11/25/2018 17:19,R_1ItJo5KmPnkokqO,,,,,40.47520447,-79.95279694,anonymous,EN,"I consent, begin the study",5.813,35.012,35.769,37,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,,,,,,,,,,,,Less often,None,26 - 35 years old,Female,No,Black or African American,"Bachelor's degree (e.g. BA, BS)",Student,No income
11/25/2018 17:12,11/25/2018 17:19,IP Address,144.202.120.124,100,404,TRUE,11/25/2018 17:19,R_6Go9CxkoyBBbuNP,,,,,34.07290649,-118.2606049,anonymous,EN,"I consent, begin the study",5.351,93.124,94.139,50,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,,,,,,,,,,,,Less often,Significantly less than half,18 - 25 years old,Male,No,Prefer not to answer,"Some college, no degree",Student,"$1 - $9,999"
11/25/2018 17:20,11/25/2018 17:22,IP Address,74.98.219.227,100,100,TRUE,11/25/2018 17:22,R_1pRnyOTRkhTOSMj,,,,,40.43460083,-79.8655014,anonymous,EN,"I consent, begin the study",8.201,38.237,47.195,33,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Once a month,Approximately half,26 - 35 years old,Female,No,Black or African American,"Master's degree (e.g. MA, MS, MEd)",Student,"$50,000 - $74,999"
11/25/2018 17:29,11/25/2018 17:31,IP Address,69.137.57.93,100,140,TRUE,11/25/2018 17:31,R_b1QTmOUsUwWEHuh,,,,,38.88290405,-76.98950195,anonymous,EN,"I consent, begin the study",6.162,53.8,54.995,38,,,,,,,,,,,,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Less often,Significantly more than half,26 - 35 years old,Male,No,Black or African American,"Bachelor's degree (e.g. BA, BS)",Student,No income
11/25/2018 17:30,11/25/2018 17:32,IP Address,68.175.49.169,100,132,TRUE,11/25/2018 17:32,R_29uZqUHzBLazV8Z,,,,,40.79750061,-73.96829987,anonymous,EN,"I consent, begin the study",7.25,59.964,61.141,38,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Buy,Won't buy,2-3 times a month,None,18 - 25 years old,Female,No,Asian,"Bachelor's degree (e.g. BA, BS)",Student,No income
11/25/2018 17:42,11/25/2018 17:44,IP Address,172.105.199.13,100,107,TRUE,11/25/2018 17:44,R_1qUwaerrbhx3Hu5,,,,,35.69000244,139.6900024,anonymous,EN,"I consent, begin the study",0.173,32.546,33.305,46,,,,,,,,,,,,Won't buy,Buy,Buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Once a month,Significantly more than half,26 - 35 years old,Male,No,Asian,"Bachelor's degree (e.g. BA, BS)",Employed full time (40 hours or more a week),"$10,000 - $24,999"
11/25/2018 17:42,11/25/2018 17:46,IP Address,162.129.251.105,100,202,TRUE,11/25/2018 17:46,R_1q3wLE3oCOzF5UF,,,,,39.32650757,-76.60479736,anonymous,EN,"I consent, begin the study",7.698,101.563,102.701,39,Won't buy,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,,,,,,,,,,,,Less often,Approximately half,18 - 25 years old,Male,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,"$1 - $9,999"
11/25/2018 17:51,11/25/2018 17:53,IP Address,128.237.124.57,100,136,TRUE,11/25/2018 17:53,R_3qmMrcTkhmYPeGy,,,,,40.44400024,-79.9552002,anonymous,EN,"I consent, begin the study",6.265,43.257,44.779,11,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Less often,Significantly less than half,26 - 35 years old,Male,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,"$100,000 - $149,999"
11/25/2018 17:48,11/25/2018 17:58,IP Address,73.163.78.204,100,560,TRUE,11/25/2018 17:58,R_3k5uYirFKlWFg6C,,,,,39.29460144,-76.62519836,anonymous,EN,"I consent, begin the study",8.951,102.804,103.577,66,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Buy,Won't buy,Buy,Less often,Significantly more than half,26 - 35 years old,Male,No,Black or African American,"Bachelor's degree (e.g. BA, BS)",Student,Prefer not to answer
11/25/2018 17:56,11/25/2018 17:58,IP Address,50.249.51.225,100,122,TRUE,11/25/2018 17:58,R_3kA2IvRoPHJa909,,,,,39.00030518,-77.10220337,anonymous,EN,"I consent, begin the study",6.927,39.217,40.286,44,,,,,,,,,,,,Won't buy,Buy,Buy,Buy,Won't buy,Won't buy,Buy,Buy,Buy,Won't buy,Buy,Less often,Approximately half,18 - 25 years old,Female,No,Asian,"Bachelor's degree (e.g. BA, BS)",Employed part time (up to 39 hours a week),"$1 - $9,999"
11/25/2018 17:56,11/25/2018 17:59,IP Address,162.129.251.105,100,180,TRUE,11/25/2018 17:59,R_2t43TEVq568C7HP,,,,,39.32650757,-76.60479736,anonymous,EN,"I consent, begin the study",5.648,47.642,48.374,13,Buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,,,,,,,,,,,,2-3 times a month,Significantly more than half,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,"$25,000 - $49,999"
11/25/2018 18:04,11/25/2018 18:06,IP Address,166.129.176.219,100,135,TRUE,11/25/2018 18:06,R_1JRBpDks0IrqPXQ,,,,,37.75100708,-97.8219986,anonymous,EN,"I consent, begin the study",0.578,43.616,44.208,64,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Less often,Significantly more than half,18 - 25 years old,Male,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,Prefer not to answer
11/25/2018 18:09,11/25/2018 18:11,IP Address,98.198.173.240,100,121,TRUE,11/25/2018 18:11,R_1BQ9bncsAfphbrU,,,,,29.74220276,-95.49030304,anonymous,EN,"I consent, begin the study",5.906,38.192,39.148,11,,,,,,,,,,,,Buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,2-3 times a month,Significantly less than half,26 - 35 years old,Female,No,Black or African American,"Doctorate (e.g. PhD, EdD)",Student,"$1 - $9,999"
11/25/2018 18:16,11/25/2018 18:19,IP Address,72.223.26.242,100,167,TRUE,11/25/2018 18:19,R_3HvLVQ8Oze2qaoN,,,,,33.33630371,-111.9197006,anonymous,EN,"I consent, begin the study",13.926,47.672,49.042,11,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Buy,Buy,Buy,Buy,Won't buy,2-3 times a month,Significantly more than half,18 - 25 years old,Female,No,Asian,"Bachelor's degree (e.g. BA, BS)",Student,Prefer not to answer
11/25/2018 18:53,11/25/2018 18:55,IP Address,172.58.201.167,100,123,TRUE,11/25/2018 18:55,R_2V9KxJ8N16ibbah,,,,,39.9447937,-75.22879791,anonymous,EN,"I consent, begin the study",1.481,50.981,51.992,49,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,,,,,,,,,,,,Less often,Significantly less than half,26 - 35 years old,Female,No,Black or African American,"Bachelor's degree (e.g. BA, BS)",Student,"$25,000 - $49,999"
11/25/2018 18:56,11/25/2018 18:59,IP Address,103.114.192.82,100,192,TRUE,11/25/2018 18:59,R_242j4ctdZyPdZzC,,,,,22.25,114.166687,anonymous,EN,"I consent, begin the study",3.267,64.903,65.967,41,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,,,,,,,,,,,,Less often,Significantly less than half,18 - 25 years old,Female,No,Asian,"Professional degree (e.g. MD, DDS, DVM)",Employed full time (40 hours or more a week),"$1 - $9,999"
11/25/2018 18:57,11/25/2018 19:01,IP Address,67.171.73.150,100,239,TRUE,11/25/2018 19:01,R_33goNyBTEuu4EeC,,,,,40.4723053,-79.91320038,anonymous,EN,"I consent, begin the study",7.996,74.768,75.996,45,Won't buy,Won't buy,Buy,Buy,Won't buy,Buy,Buy,Buy,Buy,Buy,Won't buy,,,,,,,,,,,,Less often,Significantly less than half,26 - 35 years old,Male,No,Black or African American,"Professional degree (e.g. MD, DDS, DVM)",Employed full time (40 hours or more a week),"$50,000 - $74,999"
11/25/2018 19:11,11/25/2018 19:13,IP Address,137.132.180.3,100,135,TRUE,11/25/2018 19:13,R_3D1OnSxaWGaNESX,,,,,1.293106079,103.8558044,anonymous,EN,"I consent, begin the study",3.23,36.234,37.202,44,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Buy,Buy,Buy,Once a month,Significantly more than half,18 - 25 years old,Female,No,Asian,"Bachelor's degree (e.g. BA, BS)",Student,Prefer not to answer
11/25/2018 19:11,11/25/2018 19:14,IP Address,71.61.179.33,100,152,TRUE,11/25/2018 19:14,R_3oXy8MO4cEGpBQP,,,,,40.44400024,-79.9552002,anonymous,EN,"I consent, begin the study",3.042,45.613,47.378,47,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,,,,,,,,,,,,Less often,Significantly more than half,26 - 35 years old,Female,No,Asian,"Bachelor's degree (e.g. BA, BS)",Unemployed and currently looking for work,No income
11/25/2018 19:14,11/25/2018 19:19,IP Address,162.129.251.105,100,263,TRUE,11/25/2018 19:19,R_2ymwGK9wBL8DTHn,,,,,39.33650208,-76.54109955,anonymous,EN,"I consent, begin the study",3.224,29.993,30.035,37,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,2-3 times a month,Significantly more than half,18 - 25 years old,Female,No,Asian,"Bachelor's degree (e.g. BA, BS)",Employed part time (up to 39 hours a week),"$1 - $9,999"
11/25/2018 19:44,11/25/2018 19:45,IP Address,50.93.222.53,100,115,TRUE,11/25/2018 19:45,R_31iQb9g6YwKy8Qa,,,,,43.06530762,-89.40000153,anonymous,EN,"I consent, begin the study",2.063,32.376,33.026,45,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Buy,Buy,Won't buy,Won't buy,2-3 times a month,Approximately half,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,"$1 - $9,999"
11/25/2018 20:47,11/25/2018 20:50,IP Address,172.56.29.90,100,188,TRUE,11/25/2018 20:50,R_Yamgh3I5piNDuaB,,,,,40.03379822,-75.17310333,anonymous,EN,"I consent, begin the study",10.924,83.727,84.327,41,,,,,,,,,,,,Won't buy,Buy,Won't buy,Buy,Won't buy,Buy,Won't buy,Won't buy,Buy,Won't buy,Buy,Once a month,None,26 - 35 years old,Male,No,Prefer not to answer,"Bachelor's degree (e.g. BA, BS)",Student,"$25,000 - $49,999"
11/25/2018 21:06,11/25/2018 21:08,IP Address,107.77.198.78,100,93,TRUE,11/25/2018 21:08,R_6rmFILq0vk3V7eV,,,,,32.78289795,-96.87139893,anonymous,EN,"I consent, begin the study",3.079,33.248,34.298,36,,,,,,,,,,,,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Buy,Won't buy,Once a month,Significantly more than half,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Student,No income
11/25/2018 22:22,11/25/2018 22:24,IP Address,24.2.127.253,100,168,TRUE,11/25/2018 22:24,R_eILnr8T39mxfjah,,,,,40.43080139,-79.92050171,anonymous,EN,"I consent, begin the study",6.712,82.524,85.043,72,,,,,,,,,,,,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Won't buy,Won't buy,Less often,None,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Employed full time (40 hours or more a week),"$75,000 - $99,999"
11/25/2018 22:29,11/25/2018 22:30,IP Address,73.188.226.65,100,107,TRUE,11/25/2018 22:30,R_3fpCbMWWDxAymH0,,,,,39.75709534,-75.56349945,anonymous,EN,"I consent, begin the study",3.118,51.962,52.81,48,,,,,,,,,,,,Won't buy,Won't buy,Won't buy,Won't buy,Won't buy,Buy,Won't buy,Won't buy,Buy,Buy,Won't buy,2-3 times a week,Significantly more than half,18 - 25 years old,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Employed full time (40 hours or more a week),"$50,000 - $74,999"
